LOCAL_DATE,DIRECTION_MAX_GUST,SPEED_MAX_GUST,SNOW_ON_GROUND,TOTAL_PRECIPITATION,HEATING_DEGREE_DAYS,COOLING_DEGREE_DAYS,MIN_REL_HUMIDITY,MAX_REL_HUMIDITY,MAX_TEMPERATURE,MEAN_TEMPERATURE,MIN_TEMPERATURE,PARAM,Value,SYM,Year,Month,Day
1997-06-27,,,0.0,0.2,7.8,0.0,,,17.2,10.2,3.1,1.0,268.0,,1997.0,6.0,27.0
1997-06-28,,,0.0,1.2,10.0,0.0,,,12.0,8.0,3.9,1.0,221.0,,1997.0,6.0,28.0
1997-06-29,,,0.0,0.0,8.7,0.0,,,18.0,9.3,0.5,1.0,196.0,,1997.0,6.0,29.0
1997-06-30,,,0.0,0.0,6.0,0.0,,,20.8,12.0,3.2,1.0,195.0,,1997.0,6.0,30.0
1997-07-01,,,0.0,0.0,6.4,0.0,,,21.7,11.6,1.5,1.0,208.0,,1997.0,7.0,1.0
1997-07-02,,,0.0,1.2,5.1,0.0,,,18.9,12.9,6.9,1.0,228.0,,1997.0,7.0,2.0
1997-07-03,,,0.0,0.2,3.8,0.0,,,21.2,14.2,7.2,1.0,248.0,,1997.0,7.0,3.0
1997-07-04,,,0.0,0.0,3.7,0.0,,,25.5,14.3,3.1,1.0,251.0,,1997.0,7.0,4.0
1997-07-05,,,0.0,0.8,2.0,0.0,,,27.6,16.0,4.3,1.0,267.0,,1997.0,7.0,5.0
1997-07-06,,,0.0,3.4,4.4,0.0,,,18.6,13.6,8.5,1.0,340.0,,1997.0,7.0,6.0
1997-07-07,,,0.0,0.0,5.8,0.0,,,18.8,12.2,5.6,1.0,350.0,,1997.0,7.0,7.0
1997-07-08,,,0.0,0.0,2.7,0.0,,,19.9,15.3,10.6,1.0,295.0,,1997.0,7.0,8.0
1997-07-09,,,0.0,0.2,3.2,0.0,,,21.0,14.8,8.5,1.0,248.0,,1997.0,7.0,9.0
1997-07-10,,,0.0,12.2,7.2,0.0,,,13.1,10.8,8.5,1.0,237.0,,1997.0,7.0,10.0
1997-07-11,,,0.0,31.2,10.6,0.0,,,9.0,7.4,5.8,1.0,236.0,,1997.0,7.0,11.0
1997-07-12,,,0.0,11.4,8.2,0.0,,,13.3,9.8,6.3,1.0,240.0,,1997.0,7.0,12.0
1997-07-13,,,0.0,0.2,3.2,0.0,,,20.6,14.8,9.0,1.0,222.0,,1997.0,7.0,13.0
1997-07-14,,,0.0,0.2,4.1,0.0,,,21.5,13.9,6.2,1.0,222.0,,1997.0,7.0,14.0
1997-07-15,,,0.0,0.8,4.5,0.0,,,22.5,13.5,4.4,1.0,235.0,,1997.0,7.0,15.0
1997-07-16,,,0.0,0.2,3.4,0.0,,,21.2,14.6,8.0,1.0,232.0,,1997.0,7.0,16.0
1997-07-17,,,0.0,0.0,6.2,0.0,,,20.4,11.8,3.1,1.0,252.0,,1997.0,7.0,17.0
1997-07-18,,,0.0,0.0,4.6,0.0,,,22.1,13.4,4.7,1.0,267.0,,1997.0,7.0,18.0
1997-07-19,,,0.0,0.0,2.0,0.0,,,28.0,16.0,4.0,1.0,242.0,,1997.0,7.0,19.0
1997-07-20,,,0.0,0.0,0.4,0.0,,,30.1,17.6,5.0,1.0,249.0,,1997.0,7.0,20.0
1997-07-21,,,0.0,10.6,0.0,1.5,,,30.0,19.5,8.9,1.0,288.0,,1997.0,7.0,21.0
1997-07-22,,,0.0,2.4,3.6,0.0,,,18.9,14.4,9.9,1.0,391.0,,1997.0,7.0,22.0
1997-07-23,,,0.0,0.0,5.6,0.0,,,18.2,12.4,6.5,1.0,354.0,,1997.0,7.0,23.0
1997-07-24,,,0.0,0.0,5.5,0.0,,,18.2,12.5,6.7,1.0,279.0,,1997.0,7.0,24.0
1997-07-25,,,0.0,0.0,7.8,0.0,,,18.8,10.2,1.6,1.0,235.0,,1997.0,7.0,25.0
1997-07-26,,,0.0,0.0,3.8,0.0,,,20.6,14.2,7.8,1.0,204.0,,1997.0,7.0,26.0
1997-07-27,,,0.0,0.0,4.4,0.0,,,23.1,13.6,4.0,1.0,182.0,,1997.0,7.0,27.0
1997-07-28,,,0.0,0.0,1.7,0.0,,,28.9,16.3,3.6,1.0,182.0,,1997.0,7.0,28.0
1997-07-29,,,0.0,0.0,0.6,0.0,,,30.5,17.4,4.3,1.0,206.0,,1997.0,7.0,29.0
1997-07-30,,,0.0,1.6,3.3,0.0,,,19.3,14.7,10.1,1.0,245.0,,1997.0,7.0,30.0
1997-07-31,,,0.0,0.0,2.0,0.0,,,25.2,16.0,6.7,1.0,264.0,,1997.0,7.0,31.0
1997-08-01,,,0.0,0.0,1.7,0.0,,,24.4,16.3,8.2,1.0,252.0,,1997.0,8.0,1.0
1997-08-02,,,0.0,0.8,4.1,0.0,,,24.9,13.9,2.8,1.0,233.0,,1997.0,8.0,2.0
1997-08-03,,,0.0,0.0,1.9,0.0,,,27.9,16.1,4.2,1.0,230.0,,1997.0,8.0,3.0
1997-08-04,,,0.0,0.0,0.0,3.4,,,32.0,21.4,10.8,1.0,240.0,,1997.0,8.0,4.0
1997-08-05,,,0.0,0.0,0.0,2.3,,,34.2,20.3,6.3,1.0,267.0,,1997.0,8.0,5.0
1997-08-06,,,0.0,6.0,0.0,4.0,,,33.3,22.0,10.6,1.0,295.0,,1997.0,8.0,6.0
1997-08-07,,,0.0,5.8,2.2,0.0,,,22.0,15.8,9.5,1.0,367.0,,1997.0,8.0,7.0
1997-08-08,,,0.0,0.8,7.4,0.0,,,13.8,10.6,7.3,1.0,310.0,,1997.0,8.0,8.0
1997-08-09,,,0.0,0.2,6.3,0.0,,,22.2,11.7,1.2,1.0,235.0,,1997.0,8.0,9.0
1997-08-10,,,0.0,0.0,5.1,0.0,,,25.4,12.9,0.4,1.0,194.0,,1997.0,8.0,10.0
1997-08-11,,,0.0,0.0,0.0,0.8,,,27.8,18.8,9.8,1.0,182.0,,1997.0,8.0,11.0
1997-08-12,,,0.0,7.2,1.2,0.0,,,24.0,16.8,9.5,1.0,205.0,,1997.0,8.0,12.0
1997-08-13,,,0.0,0.2,2.2,0.0,,,22.9,15.8,8.7,1.0,227.0,,1997.0,8.0,13.0
1997-08-14,,,0.0,0.6,1.3,0.0,,,23.1,16.7,10.3,1.0,227.0,,1997.0,8.0,14.0
1997-08-15,,,0.0,38.0,7.1,0.0,,,13.6,10.9,8.2,1.0,254.0,,1997.0,8.0,15.0
1997-08-16,,,0.0,1.2,7.6,0.0,,,13.5,10.4,7.2,1.0,225.0,,1997.0,8.0,16.0
1997-08-17,,,0.0,0.0,4.5,0.0,,,20.9,13.5,6.1,1.0,193.0,,1997.0,8.0,17.0
1997-08-18,,,0.0,2.6,7.2,0.0,,,20.5,10.8,1.0,1.0,178.0,,1997.0,8.0,18.0
1997-08-19,,,0.0,0.0,4.0,0.0,,,22.0,14.0,5.9,1.0,168.0,,1997.0,8.0,19.0
1997-08-20,,,0.0,0.0,3.0,0.0,,,27.2,15.0,2.8,1.0,161.0,,1997.0,8.0,20.0
1997-08-21,,,0.0,3.4,3.8,0.0,,,18.2,14.2,10.1,1.0,172.0,,1997.0,8.0,21.0
1997-08-22,,,0.0,0.0,1.7,0.0,,,23.1,16.3,9.5,1.0,189.0,,1997.0,8.0,22.0
1997-08-23,,,0.0,4.4,5.3,0.0,,,18.8,12.7,6.6,1.0,185.0,,1997.0,8.0,23.0
1997-08-24,,,0.0,0.2,5.0,0.0,,,22.0,13.0,4.0,1.0,187.0,,1997.0,8.0,24.0
1997-08-25,,,0.0,0.0,3.3,0.0,,,20.5,14.7,8.8,1.0,166.0,,1997.0,8.0,25.0
1997-08-26,,,0.0,0.0,3.2,0.0,,,24.2,14.8,5.3,1.0,153.0,,1997.0,8.0,26.0
1997-08-27,,,0.0,0.2,3.2,0.0,,,20.3,14.8,9.3,1.0,161.0,,1997.0,8.0,27.0
1997-08-28,,,0.0,0.4,7.4,0.0,,,15.9,10.6,5.2,1.0,153.0,,1997.0,8.0,28.0
1997-08-29,,,0.0,0.0,7.4,0.0,,,18.1,10.6,3.0,1.0,139.0,,1997.0,8.0,29.0
1997-08-30,,,0.0,0.2,8.7,0.0,,,17.8,9.3,0.8,1.0,122.0,,1997.0,8.0,30.0
1997-08-31,,,0.0,3.4,5.5,0.0,,,18.8,12.5,6.1,1.0,115.0,,1997.0,8.0,31.0
1997-09-01,,,0.0,0.0,5.0,0.0,,,25.5,13.0,0.4,1.0,116.0,,1997.0,9.0,1.0
1997-09-02,,,0.0,6.2,0.5,0.0,,,26.1,17.5,8.8,1.0,134.0,,1997.0,9.0,2.0
1997-09-03,,,0.0,0.0,3.7,0.0,,,23.9,14.3,4.7,1.0,167.0,,1997.0,9.0,3.0
1997-09-04,,,0.0,3.8,4.4,0.0,,,18.6,13.6,8.6,1.0,175.0,,1997.0,9.0,4.0
1997-09-05,,,0.0,1.6,5.1,0.0,,,20.7,12.9,5.0,1.0,162.0,,1997.0,9.0,5.0
1997-09-06,,,0.0,0.8,6.4,0.0,,,16.6,11.6,6.6,1.0,155.0,,1997.0,9.0,6.0
1997-09-07,,,0.0,0.0,6.6,0.0,,,20.2,11.4,2.5,1.0,132.0,,1997.0,9.0,7.0
1997-09-08,,,0.0,0.0,6.5,0.0,,,22.8,11.5,0.1,1.0,114.0,,1997.0,9.0,8.0
1997-09-09,,,0.0,0.0,4.3,0.0,,,26.4,13.7,1.0,1.0,107.0,,1997.0,9.0,9.0
1997-09-10,,,0.0,0.0,4.0,0.0,,,25.9,14.0,2.1,1.0,111.0,,1997.0,9.0,10.0
1997-09-11,,,0.0,10.2,8.4,0.0,,,11.8,9.6,7.4,1.0,129.0,,1997.0,9.0,11.0
1997-09-12,,,0.0,7.8,8.0,0.0,,,13.6,10.0,6.3,1.0,151.0,,1997.0,9.0,12.0
1997-09-13,,,0.0,21.4,10.4,0.0,,,12.3,7.6,2.8,1.0,150.0,,1997.0,9.0,13.0
1997-09-14,,,0.0,3.0,11.4,0.0,,,8.2,6.6,4.9,1.0,140.0,,1997.0,9.0,14.0
1997-09-15,,,0.0,2.4,11.3,0.0,,,9.5,6.7,3.8,1.0,162.0,,1997.0,9.0,15.0
1997-09-16,,,0.0,0.2,9.0,0.0,,,14.1,9.0,3.9,1.0,154.0,,1997.0,9.0,16.0
1997-09-17,,,0.0,7.2,14.0,0.0,,,5.9,4.0,2.1,1.0,135.0,,1997.0,9.0,17.0
1997-09-18,,,0.0,0.0,14.1,0.0,,,9.3,3.9,-1.5,1.0,135.0,,1997.0,9.0,18.0
1997-09-19,,,0.0,0.0,11.2,0.0,,,16.1,6.8,-2.5,1.0,118.0,,1997.0,9.0,19.0
1997-09-20,,,0.0,0.0,6.5,0.0,,,22.9,11.5,0.0,1.0,109.0,,1997.0,9.0,20.0
1997-09-21,,,0.0,0.0,5.0,0.0,,,25.0,13.0,1.0,1.0,108.0,,1997.0,9.0,21.0
1997-09-22,,,0.0,0.0,4.6,0.0,,,27.3,13.4,-0.5,1.0,108.0,,1997.0,9.0,22.0
1997-09-23,,,0.0,0.0,2.4,0.0,,,27.2,15.6,4.0,1.0,107.0,,1997.0,9.0,23.0
1997-09-24,,,0.0,0.0,4.3,0.0,,,27.1,13.7,0.3,1.0,111.0,,1997.0,9.0,24.0
1997-09-25,,,0.0,0.0,4.0,0.0,,,26.0,14.0,1.9,1.0,109.0,,1997.0,9.0,25.0
1997-09-26,,,0.0,2.2,7.6,0.0,,,16.0,10.4,4.7,1.0,122.0,,1997.0,9.0,26.0
1997-09-27,,,0.0,0.0,9.4,0.0,,,12.5,8.6,4.6,1.0,149.0,,1997.0,9.0,27.0
1997-09-28,,,0.0,2.0,7.8,0.0,,,16.9,10.2,3.4,1.0,119.0,,1997.0,9.0,28.0
1997-09-29,,,0.0,0.2,10.0,0.0,,,14.6,8.0,1.3,1.0,123.0,,1997.0,9.0,29.0
1997-09-30,,,0.0,6.6,8.1,0.0,,,13.1,9.9,6.6,1.0,146.0,,1997.0,9.0,30.0
1997-10-01,,,,0.6,12.0,0.0,,,11.5,6.0,0.4,1.0,342.0,,1997.0,10.0,1.0
1997-10-02,,,,6.0,9.9,0.0,,,12.8,8.1,3.4,1.0,343.0,,1997.0,10.0,2.0
1997-10-03,,,,0.8,13.5,0.0,,,9.9,4.5,-0.9,1.0,282.0,,1997.0,10.0,3.0
1997-10-04,,,,0.2,10.5,0.0,,,11.7,7.5,3.3,1.0,211.0,,1997.0,10.0,4.0
1997-10-05,,,,1.5,13.4,0.0,,,11.7,4.6,-2.6,1.0,174.0,,1997.0,10.0,5.0
1997-10-06,,,,1.8,13.2,0.0,,,10.4,4.8,-0.8,1.0,142.0,,1997.0,10.0,6.0
1997-10-07,,,,0.2,15.3,0.0,,,5.2,2.7,0.1,1.0,125.0,,1997.0,10.0,7.0
1997-10-08,,,,0.7,18.8,0.0,,,0.8,-0.8,-2.4,1.0,111.0,,1997.0,10.0,8.0
1997-10-09,,,,0.0,20.5,0.0,,,0.0,-2.5,-4.9,1.0,101.0,,1997.0,10.0,9.0
1997-10-10,,,,0.0,14.9,0.0,,,11.2,3.1,-5.0,1.0,96.2,,1997.0,10.0,10.0
1997-10-11,,,,2.4,19.3,0.0,,,1.1,-1.3,-3.7,1.0,87.1,,1997.0,10.0,11.0
1997-10-12,,,,0.0,18.4,0.0,,,4.8,-0.4,-5.6,1.0,77.8,,1997.0,10.0,12.0
1997-10-13,,,,0.0,13.8,0.0,,,8.7,4.2,-0.3,1.0,73.5,,1997.0,10.0,13.0
1997-10-14,,,,0.0,8.9,0.0,,,14.3,9.1,3.9,1.0,69.0,,1997.0,10.0,14.0
1997-10-15,,,,0.0,10.0,0.0,,,13.6,8.0,2.3,1.0,66.1,,1997.0,10.0,15.0
1997-10-16,,,,5.2,8.9,0.0,,,11.3,9.1,6.8,1.0,80.9,,1997.0,10.0,16.0
1997-10-17,,,,15.8,12.7,0.0,,,10.5,5.3,0.1,1.0,170.0,,1997.0,10.0,17.0
1997-10-18,,,,0.0,15.8,0.0,,,8.9,2.2,-4.5,1.0,156.0,,1997.0,10.0,18.0
1997-10-19,,,,0.2,16.6,0.0,,,8.9,1.4,-6.2,1.0,117.0,,1997.0,10.0,19.0
1997-10-20,,,,0.0,16.3,0.0,,,9.6,1.7,-6.3,1.0,99.8,,1997.0,10.0,20.0
1997-10-21,,,,0.0,13.6,0.0,,,10.0,4.4,-1.3,1.0,92.1,,1997.0,10.0,21.0
1997-10-22,,,,0.2,12.1,0.0,,,10.3,5.9,1.5,1.0,85.0,,1997.0,10.0,22.0
1997-10-23,,,,0.0,16.3,0.0,,,3.8,1.7,-0.4,1.0,79.7,,1997.0,10.0,23.0
1997-10-24,,,,0.0,18.9,0.0,,,4.8,-0.9,-6.6,1.0,74.0,,1997.0,10.0,24.0
1997-10-25,,,,0.0,14.0,0.0,,,7.5,4.0,0.4,1.0,70.7,,1997.0,10.0,25.0
1997-10-26,,,,1.8,12.3,0.0,,,10.2,5.7,1.2,1.0,67.8,,1997.0,10.0,26.0
1997-10-27,,,,0.0,14.7,0.0,,,7.2,3.3,-0.6,1.0,67.6,,1997.0,10.0,27.0
1997-10-28,,,,0.0,17.0,0.0,,,4.9,1.0,-3.0,1.0,64.2,,1997.0,10.0,28.0
1997-10-29,,,,0.0,15.7,0.0,,,6.9,2.3,-2.3,1.0,64.7,,1997.0,10.0,29.0
1997-10-30,,,,0.2,13.6,0.0,,,11.1,4.4,-2.3,1.0,62.5,,1997.0,10.0,30.0
1997-10-31,,,0.0,0.0,10.8,0.0,,,10.9,7.2,3.5,1.0,60.9,,1997.0,10.0,31.0
1997-11-01,,,,0.0,14.1,0.0,,,10.1,3.9,-2.3,1.0,58.3,,1997.0,11.0,1.0
1997-11-02,,,,0.0,17.4,0.0,,,4.8,0.6,-3.6,1.0,54.1,,1997.0,11.0,2.0
1997-11-03,,,,2.0,13.9,0.0,,,5.4,4.1,2.8,1.0,54.2,,1997.0,11.0,3.0
1997-11-04,,,,0.2,12.5,0.0,,,9.8,5.5,1.1,1.0,53.2,,1997.0,11.0,4.0
1997-11-05,,,,0.0,12.6,0.0,,,11.9,5.4,-1.1,1.0,50.6,,1997.0,11.0,5.0
1997-11-06,,,,0.0,12.7,0.0,,,7.0,5.3,3.6,1.0,51.1,,1997.0,11.0,6.0
1997-11-07,,,,0.6,17.7,0.0,,,4.4,0.3,-3.8,1.0,51.4,,1997.0,11.0,7.0
1997-11-08,,,,0.0,20.8,0.0,,,4.0,-2.8,-9.5,1.0,43.1,B,1997.0,11.0,8.0
1997-11-09,,,,0.0,22.7,0.0,,,2.8,-4.7,-12.2,1.0,35.0,B,1997.0,11.0,9.0
1997-11-10,,,,0.0,22.6,0.0,,,3.8,-4.6,-12.9,1.0,33.6,B,1997.0,11.0,10.0
1997-11-11,,,,0.0,21.7,0.0,,,4.9,-3.7,-12.2,1.0,32.6,B,1997.0,11.0,11.0
1997-11-12,,,,0.0,21.8,0.0,,,5.1,-3.8,-12.6,1.0,33.1,B,1997.0,11.0,12.0
1997-11-13,,,,0.0,23.8,0.0,,,2.1,-5.8,-13.7,1.0,31.9,B,1997.0,11.0,13.0
1997-11-14,,,,0.0,23.0,0.0,,,4.1,-5.0,-14.0,1.0,29.7,B,1997.0,11.0,14.0
1997-11-15,,,,0.0,23.2,0.0,,,3.6,-5.2,-14.0,1.0,28.5,B,1997.0,11.0,15.0
1997-11-16,,,,0.0,24.3,0.0,,,1.6,-6.3,-14.1,1.0,27.4,B,1997.0,11.0,16.0
1997-11-17,,,,0.0,24.5,0.0,,,0.4,-6.5,-13.4,1.0,29.3,B,1997.0,11.0,17.0
1997-11-18,,,,0.0,16.5,0.0,,,4.9,1.5,-2.0,1.0,33.3,B,1997.0,11.0,18.0
1997-11-19,,,,0.0,21.1,0.0,,,3.9,-3.1,-10.1,1.0,31.3,B,1997.0,11.0,19.0
1997-11-20,,,,0.0,25.0,0.0,,,-0.6,-7.0,-13.3,1.0,27.3,B,1997.0,11.0,20.0
1997-11-21,,,,0.0,19.3,0.0,,,2.3,-1.3,-4.8,1.0,30.2,B,1997.0,11.0,21.0
1997-11-22,,,,0.0,19.2,0.0,,,4.1,-1.2,-6.5,1.0,28.6,B,1997.0,11.0,22.0
1997-11-23,,,,0.0,15.7,0.0,,,9.2,2.3,-4.7,1.0,28.0,B,1997.0,11.0,23.0
1997-11-24,,,,0.6,16.0,0.0,,,7.4,2.0,-3.4,1.0,29.1,B,1997.0,11.0,24.0
1997-11-25,,,,0.0,20.8,0.0,,,2.5,-2.8,-8.1,1.0,27.1,B,1997.0,11.0,25.0
1997-11-26,,,,0.0,19.5,0.0,,,2.7,-1.5,-5.7,1.0,25.9,B,1997.0,11.0,26.0
1997-11-27,,,,0.0,17.4,0.0,,,2.9,0.6,-1.8,1.0,26.1,B,1997.0,11.0,27.0
1997-11-28,,,,4.4,17.6,0.0,,,3.7,0.4,-3.0,1.0,26.9,B,1997.0,11.0,28.0
1997-11-29,,,,0.0,22.0,0.0,,,-1.3,-4.0,-6.6,1.0,25.4,B,1997.0,11.0,29.0
1997-11-30,,,,0.0,18.3,0.0,,,2.5,-0.3,-3.0,1.0,26.3,B,1997.0,11.0,30.0
1997-12-01,,,0.0,0.0,22.2,0.0,,,1.5,-4.2,-9.9,1.0,25.0,B,1997.0,12.0,1.0
1997-12-02,,,0.0,0.0,26.0,0.0,,,-2.7,-8.0,-13.3,1.0,21.2,B,1997.0,12.0,2.0
1997-12-03,,,0.0,0.0,26.4,0.0,,,-2.3,-8.4,-14.5,1.0,19.0,B,1997.0,12.0,3.0
1997-12-04,,,0.0,0.0,28.4,0.0,,,-4.2,-10.4,-16.6,1.0,19.4,B,1997.0,12.0,4.0
1997-12-05,,,0.0,0.0,30.0,0.0,,,-6.5,-12.0,-17.4,1.0,19.4,B,1997.0,12.0,5.0
1997-12-06,,,0.0,0.0,27.9,0.0,,,-3.7,-9.9,-16.0,1.0,19.2,B,1997.0,12.0,6.0
1997-12-07,,,0.0,0.0,29.7,0.0,,,-5.8,-11.7,-17.6,1.0,20.0,B,1997.0,12.0,7.0
1997-12-08,,,0.0,0.0,26.7,0.0,,,-2.1,-8.7,-15.3,1.0,20.5,B,1997.0,12.0,8.0
1997-12-09,,,0.0,0.0,22.5,0.0,,,2.0,-4.5,-10.9,1.0,21.0,B,1997.0,12.0,9.0
1997-12-10,,,0.0,0.0,25.0,0.0,,,-0.3,-7.0,-13.7,1.0,20.0,B,1997.0,12.0,10.0
1997-12-11,,,0.0,0.0,20.2,0.0,,,4.4,-2.2,-8.8,1.0,20.5,B,1997.0,12.0,11.0
1997-12-12,,,0.0,0.0,17.8,0.0,,,5.1,0.2,-4.8,1.0,21.6,B,1997.0,12.0,12.0
1997-12-13,,,0.0,0.0,15.0,0.0,,,9.7,3.0,-3.7,1.0,23.0,B,1997.0,12.0,13.0
1997-12-14,,,0.0,0.0,14.7,0.0,,,7.8,3.3,-1.3,1.0,24.5,B,1997.0,12.0,14.0
1997-12-15,,,0.0,0.4,20.9,0.0,,,0.7,-2.9,-6.4,1.0,23.1,B,1997.0,12.0,15.0
1997-12-16,,,0.0,2.0,17.8,0.0,,,3.1,0.2,-2.8,1.0,22.2,B,1997.0,12.0,16.0
1997-12-17,,,0.0,1.2,20.5,0.0,,,1.4,-2.5,-6.4,1.0,22.1,B,1997.0,12.0,17.0
1997-12-18,,,0.0,0.0,27.6,0.0,,,-3.5,-9.6,-15.7,1.0,20.7,B,1997.0,12.0,18.0
1997-12-19,,,0.0,0.0,26.9,0.0,,,-1.7,-8.9,-16.0,1.0,22.2,B,1997.0,12.0,19.0
1997-12-20,,,0.0,0.0,19.7,0.0,,,2.2,-1.7,-5.5,1.0,21.5,B,1997.0,12.0,20.0
1997-12-21,,,0.0,0.0,24.3,0.0,,,-1.1,-6.3,-11.4,1.0,19.9,B,1997.0,12.0,21.0
1997-12-22,,,0.0,0.0,25.6,0.0,,,-0.4,-7.6,-14.8,1.0,21.4,B,1997.0,12.0,22.0
1997-12-23,,,0.0,0.0,20.0,0.0,,,0.9,-2.0,-4.8,1.0,20.4,B,1997.0,12.0,23.0
1997-12-24,,,0.0,0.0,24.2,0.0,,,-1.3,-6.2,-11.0,1.0,20.7,B,1997.0,12.0,24.0
1997-12-25,,,0.0,0.6,22.6,0.0,,,0.4,-4.6,-9.6,1.0,21.2,B,1997.0,12.0,25.0
1997-12-26,,,0.0,0.0,21.7,0.0,,,2.3,-3.7,-9.6,1.0,19.5,B,1997.0,12.0,26.0
1997-12-27,,,0.0,0.0,20.3,0.0,,,1.3,-2.3,-5.8,1.0,19.0,B,1997.0,12.0,27.0
1997-12-28,,,0.0,0.0,18.6,0.0,,,2.0,-0.6,-3.1,1.0,19.1,B,1997.0,12.0,28.0
1997-12-29,,,0.0,0.6,18.2,0.0,,,3.5,-0.2,-3.9,1.0,19.5,B,1997.0,12.0,29.0
1997-12-30,,,0.0,0.0,17.0,0.0,,,6.4,1.0,-4.5,1.0,20.0,B,1997.0,12.0,30.0
1997-12-31,,,0.0,1.6,21.4,0.0,,,5.8,-3.4,-12.5,1.0,20.5,B,1997.0,12.0,31.0
1998-01-01,,,,7.1,35.3,0.0,,,-12.4,-17.3,-22.1,1.0,18.7,B,1998.0,1.0,1.0
1998-01-02,,,,0.0,46.0,0.0,,,-21.6,-28.0,-34.3,1.0,17.5,B,1998.0,1.0,2.0
1998-01-03,,,,0.6,45.1,0.0,,,-18.5,-27.1,-35.6,1.0,17.3,B,1998.0,1.0,3.0
1998-01-04,,,,0.0,44.0,0.0,,,-23.0,-26.0,-28.9,1.0,17.2,B,1998.0,1.0,4.0
1998-01-05,,,,0.7,42.9,0.0,,,-21.4,-24.9,-28.4,1.0,17.5,B,1998.0,1.0,5.0
1998-01-06,,,,0.0,39.9,0.0,,,-19.7,-21.9,-24.0,1.0,17.0,B,1998.0,1.0,6.0
1998-01-07,,,,0.0,37.9,0.0,,,-17.3,-19.9,-22.5,1.0,16.3,B,1998.0,1.0,7.0
1998-01-08,,,,0.6,37.2,0.0,,,-14.2,-19.2,-24.1,1.0,15.8,B,1998.0,1.0,8.0
1998-01-09,,,,0.0,39.5,0.0,,,-19.0,-21.5,-24.0,1.0,14.4,B,1998.0,1.0,9.0
1998-01-10,,,,0.0,48.0,0.0,,,-23.9,-30.0,-36.1,1.0,14.7,B,1998.0,1.0,10.0
1998-01-11,,,,0.0,47.7,0.0,,,-21.6,-29.7,-37.8,1.0,14.0,B,1998.0,1.0,11.0
1998-01-12,,,,0.0,44.4,0.0,,,-17.6,-26.4,-35.1,1.0,13.0,B,1998.0,1.0,12.0
1998-01-13,,,,0.0,38.3,0.0,,,-10.3,-20.3,-30.2,1.0,12.7,B,1998.0,1.0,13.0
1998-01-14,,,,0.7,25.3,0.0,,,-0.7,-7.3,-13.8,1.0,12.7,B,1998.0,1.0,14.0
1998-01-15,,,,0.0,27.0,0.0,,,-3.3,-9.0,-14.7,1.0,12.4,B,1998.0,1.0,15.0
1998-01-16,,,,0.0,24.7,0.0,,,0.6,-6.7,-14.0,1.0,12.4,B,1998.0,1.0,16.0
1998-01-17,,,,0.0,26.5,0.0,,,-2.2,-8.5,-14.7,1.0,12.0,B,1998.0,1.0,17.0
1998-01-18,,,,0.0,22.9,0.0,,,3.4,-4.9,-13.1,1.0,12.4,B,1998.0,1.0,18.0
1998-01-19,,,,0.0,25.8,0.0,,,-5.0,-7.8,-10.5,1.0,12.7,B,1998.0,1.0,19.0
1998-01-20,,,,2.1,29.1,0.0,,,-9.0,-11.1,-13.1,1.0,12.7,B,1998.0,1.0,20.0
1998-01-21,,,,0.0,23.5,0.0,,,0.1,-5.5,-11.0,1.0,13.0,B,1998.0,1.0,21.0
1998-01-22,,,,0.0,22.4,0.0,,,1.4,-4.4,-10.2,1.0,13.3,B,1998.0,1.0,22.0
1998-01-23,,,,0.0,21.8,0.0,,,2.4,-3.8,-9.9,1.0,13.6,B,1998.0,1.0,23.0
1998-01-24,,,,0.0,19.1,0.0,,,7.0,-1.1,-9.2,1.0,13.9,B,1998.0,1.0,24.0
1998-01-25,,,,0.0,16.7,0.0,,,6.1,1.3,-3.6,1.0,14.2,B,1998.0,1.0,25.0
1998-01-26,,,,0.0,14.9,0.0,,,7.7,3.1,-1.5,1.0,14.7,B,1998.0,1.0,26.0
1998-01-27,,,,0.0,20.6,0.0,,,4.1,-2.6,-9.3,1.0,14.4,B,1998.0,1.0,27.0
1998-01-28,,,,0.0,21.8,0.0,,,4.5,-3.8,-12.1,1.0,14.0,B,1998.0,1.0,28.0
1998-01-29,,,,0.0,20.1,0.0,,,6.3,-2.1,-10.4,1.0,13.5,B,1998.0,1.0,29.0
1998-01-30,,,,0.0,18.2,0.0,,,5.0,-0.2,-5.4,1.0,13.0,B,1998.0,1.0,30.0
1998-01-31,,,,0.0,22.2,0.0,,,5.4,-4.2,-13.8,1.0,12.5,B,1998.0,1.0,31.0
1998-02-01,,,,0.0,26.4,0.0,,,2.0,-8.4,-18.7,1.0,12.0,B,1998.0,2.0,1.0
1998-02-02,,,,0.0,26.5,0.0,,,2.0,-8.5,-19.0,1.0,11.5,B,1998.0,2.0,2.0
1998-02-03,,,,0.0,27.3,0.0,,,-1.9,-9.3,-16.6,1.0,11.9,B,1998.0,2.0,3.0
1998-02-04,,,,0.0,23.3,0.0,,,0.2,-5.3,-10.8,1.0,12.9,B,1998.0,2.0,4.0
1998-02-05,,,,0.7,20.1,0.0,,,8.2,-2.1,-12.3,1.0,13.7,B,1998.0,2.0,5.0
1998-02-06,,,,0.0,23.8,0.0,,,-1.6,-5.8,-9.9,1.0,12.9,B,1998.0,2.0,6.0
